0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,label
-656.9886,45.86949,-5.4771905,4.3142276,-4.46232,-3.557982,-6.7036576,-8.853257,-6.0265684,-2.597284,-6.3146353,-4.8533854,-7.0710216,0.4870058,-8.606476,-5.0002995,-3.4507627,-3.7560499,-4.9689965,-2.496885,-3.3672607,-5.2566257,-1.5414807,-1.2932824,-0.7377026,-0.51855624,2.1097915,4.3284245,5.8348646,7.306631,4.7644453,5.9644012,2.8017175,3.2164214,2.1795466,5.056561,1.4503977,4.39424,1.6227716,3.1520534,1.2997987,0.815113,-0.28222853,-0.85065544,-2.236687,-0.54034,-0.25259677,-0.62261575,-2.016893,-0.755246,-0.6985733,0.75823325,-1.9685415,-0.6554796,-0.9741055,0.18653825,-0.34101936,0.48892194,-0.7017656,-0.4616757,-0.7459954,0.0764164,-0.64149076,-0.23974426,-0.6029383,-0.18256524,-0.59941626,-0.2809668,-0.54311407,0.20477392,0.0754432,-0.5380001,-0.9817505,0.18108213,-0.32295448,0.10650495,0.025968505,1.4364678,0.33962512,0.29647127,0.21690145,0.6459988,-0.3312701,0.2481655,-0.26514977,0.12727559,-0.030985821,0.7713531,-0.17514479,-0.0899942,-0.095781155,0.042752925,-0.6815191,-0.37663615,-0.32347408,-0.04213257,0.009023592,-0.22074394,-0.26807988,0.34636426,-0.099619865,0.019164965,0.18591228,0.44304752,0.15180592,-0.03631778,-0.5851332,-0.4161221,-0.25418836,-0.17208391,-0.17347212,-0.14182128,-0.37103492,-0.16900268,-0.6266766,-0.062438056,-0.572233,-0.71707207,-0.35811976,-0.1400338,-0.3902019,-0.5538161,-0.46062192,0.010365704,-0.16358538,-0.026340984,-0.27605683,-0.3046922,02
-573.11676,45.579876,-7.8476753,5.714669,4.9645805,-4.498845,3.5303614,-15.041969,-3.720043,-0.029787987,-8.739075,-2.8710341,-3.355351,1.9659547,-1.9620851,-2.5082884,-5.212971,1.303849,2.4192412,5.0215116,4.0904245,3.654196,5.3889084,7.1654873,7.44902,8.364355,7.6447983,8.801118,3.6923199,4.1703644,0.14345178,4.426285,2.299306,3.1404552,1.2916446,2.930119,1.0116334,1.1970556,-0.31591883,-0.17682086,0.71567607,1.5252895,0.7994457,0.25440878,-1.1702142,-0.9392266,-1.282344,1.5329005,1.0526066,1.4087325,-0.42168063,1.766481,0.6106737,1.8180165,-0.45144513,1.2653091,0.82738316,1.4105463,0.27207068,1.6600323,0.55052125,1.2820196,-0.06948908,1.1501482,0.35453397,1.372009,0.8208816,0.5468975,-0.62462425,1.5886022,1.3697815,0.9778998,0.007144352,0.7134792,-0.3105903,0.109049045,-0.6276897,0.28583014,0.21868974,0.9193033,-0.2634471,0.009669754,-0.5264652,0.042896274,-0.3583009,0.10900277,-0.44808605,-0.0008937068,-0.70007783,0.29648212,0.23894729,0.72423637,-0.19408734,-0.31758997,-0.73359346,-0.001030832,-0.5842027,0.19145036,0.2544843,0.17627284,-0.3101322,0.2510174,-0.25885057,0.21390246,-0.08412105,-0.04346865,-0.2346377,-0.4811848,-0.14106968,0.49600905,0.09846667,-0.07314253,-0.14479308,-0.22937353,-0.25485632,-0.08478747,-0.32791469,-0.25441507,-0.45070073,-0.039511345,-0.06791846,-0.34119877,-0.35066158,-0.12866753,-0.18245971,-0.16405806,-0.22644514,0.22533098,08
-491.45468,33.53712,-22.894016,1.3118399,-14.458572,-13.203243,-9.766089,-16.27969,-8.4062,-5.2869587,-10.154554,-4.6355925,-3.9562511,2.0896323,-3.8269384,-3.443549,1.3742373,1.1424086,-0.64613837,-1.3831753,1.6133924,-1.7779344,-1.101373,3.1523604,-0.19488448,-0.54794323,0.23813172,1.3902081,0.010738847,1.5367227,-0.016119324,3.397676,0.17314607,2.513194,-0.29749605,2.9532974,0.082687415,0.8853175,-1.2987031,0.9266717,0.5685732,0.9138138,-0.61776537,-1.1088634,-2.0323324,-1.2375875,-2.0744648,0.32695675,-0.9471371,0.7656869,-2.0198684,-0.22013196,-0.6081397,1.1010388,-0.8135628,0.6767309,-0.3351991,0.91200435,-0.31231973,0.3162987,-0.7471188,1.0541829,-0.7643073,0.5263338,-0.2132231,0.8238625,-0.44942757,0.4902986,0.72360253,0.79424345,-0.14690273,0.2649525,-0.80157244,0.30259663,-0.25132677,0.017765146,-0.36037862,0.6872599,0.33558738,1.2019615,0.79093105,1.2663549,0.47019106,0.33837157,0.43096668,0.8700041,0.16387433,0.58477056,0.059902776,0.5459145,0.1386452,0.6572894,0.25206128,0.52775526,-0.06026348,-0.11473339,0.17606917,0.40091738,0.47611877,0.7875423,0.29995453,0.5068423,0.09340492,0.42994,0.45407906,0.06369006,-0.2730058,0.16617697,0.036423992,0.41517895,0.4848481,0.11872127,-0.3688101,-0.30994952,-0.23687759,0.0077410457,-0.22804478,0.050280362,-0.2440793,-0.040376052,-0.16136809,0.17685014,0.2499832,0.12008422,0.22714181,0.1435182,-0.041464336,0.032547448,20
-612.7451,52.6915,-7.3642797,12.544436,1.1422223,-3.7238367,-6.489255,-13.312788,-1.1279386,1.4672338,-8.967386,0.58951116,-5.4121795,-2.5305135,-0.0014366392,-6.6554613,-3.7693064,-2.4174302,-3.281604,-5.072664,-3.2637167,-3.696634,-4.889088,-0.347147,-3.8130672,1.8862545,0.11782496,3.29731,2.0589635,2.9062238,0.36424923,2.883354,2.4744585,5.234729,2.9910815,2.410291,0.81965023,1.6084777,1.7198262,3.5750551,3.8943539,4.5104823,3.5140169,4.3116813,0.8214356,1.3248388,1.5241745,3.5022042,0.82869595,0.07539396,-0.8245408,3.2342293,2.6762016,2.6219134,0.8521533,1.0211952,-0.3485407,0.43057573,-0.055049825,1.198602,-0.09382654,-0.17094511,-0.3311228,0.59420437,0.12225477,0.12025242,-0.17249581,0.17766659,-0.38663417,0.7680536,-0.05469712,0.46748617,-0.2095808,-0.1800937,-1.4472358,0.39363787,0.8762408,0.81070733,-0.7200486,0.9319606,1.1419274,0.3754917,-0.26292506,0.5642957,0.3619301,0.50096697,0.5923982,1.4336356,1.2306422,0.97126114,0.15880726,0.6370295,0.42341396,0.53996086,0.6778402,0.9224057,0.13204278,0.44957757,0.90071905,1.121967,0.2784294,1.1167837,0.6644715,0.87717056,0.50482005,0.3003027,0.51408273,0.8994698,0.6037242,0.5355542,0.55544007,0.23310262,0.48403096,0.6875067,0.31250444,0.32532078,0.9820407,0.6435732,0.14477259,0.5645342,0.30136317,-0.03565653,0.08048421,0.6917096,0.229984,0.36715832,0.23000838,-0.28680104,12
-530.8884,58.14104,-4.7895947,8.735409,9.929292,-1.8389462,-2.493944,-10.448521,-9.089219,-3.7613456,-2.0951104,-5.2678094,-3.067389,-3.0186353,-4.3221536,0.3069101,-8.667841,-0.6461081,-4.4006667,-0.44566953,-3.7993646,-3.694059,-3.7177992,-3.9843006,-4.4451313,0.032150116,-6.018677,-1.9455398,-1.7570893,-3.0726185,0.02763996,1.4381585,-0.20902543,1.6615918,-0.14688805,2.3454566,5.477617,9.195929,9.205788,12.253296,5.9989305,4.0878077,0.75015813,2.0087595,1.2211792,2.308529,-0.30875564,0.07926796,-0.88530946,-0.022801867,1.0155329,0.15827395,-1.5345976,-0.78018194,-1.5812652,0.5806264,-0.28838807,-0.8820563,-1.5383066,-0.18612726,-1.1641502,-0.006153517,-2.3832672,-1.1147219,-1.2646639,0.2853275,-0.74405444,-0.59190404,-1.2964739,-0.46211207,-0.85598403,-0.17696258,-1.5649625,0.31027195,-0.07132952,0.42382443,0.34292006,1.9843833,0.68054336,0.19853376,-0.94327986,0.4055124,-0.3332765,0.33870277,-0.26558986,0.40869907,-0.474588,0.04982908,0.021167312,0.19919561,-0.1308349,0.39437363,-0.34993884,-0.1288016,-0.54489034,-0.17657787,-0.29154313,0.3085703,-0.215034,0.3674179,0.2991176,0.76253235,0.6072435,0.99989337,0.3421533,0.49368834,0.04811019,0.26827186,-0.12579422,0.27933604,0.31986868,0.23000397,-0.16175127,0.19786163,-0.19506736,-0.38741586,-0.1417689,0.107194446,-0.384394,0.13834883,-0.4519224,-0.47562754,0.07163438,-0.041845936,-0.23806697,-0.0038507127,0.13184655,-0.097354315,23
-658.3545,54.910378,0.45192212,8.76816,8.608639,-3.23884,-2.8554945,-3.443926,-7.802437,-3.3701434,-0.17169216,-3.9952908,-4.014632,-1.0002308,-3.480991,0.24699755,-6.396552,-1.4138064,-2.9810643,-3.317882,-3.4028635,-2.3071427,-2.7747333,-1.8756129,-5.0508204,-1.2413784,-5.138406,-2.3295054,-1.3402928,-2.4244986,-2.601457,-1.5826625,-2.1330862,-1.7942443,-2.156329,0.49569172,-1.0126663,0.85445565,-2.125935,-1.5700631,-2.3184378,-0.7483971,-1.4720062,-0.16389346,-1.9975191,-1.4349542,-1.6920099,-0.3861003,-1.3300201,0.02275597,-0.43413243,0.72553504,0.0100279795,2.2195947,0.7836322,2.334186,0.45108536,2.2235322,1.8245772,3.1753304,1.629028,2.3382916,1.5162872,1.3645993,0.5143925,0.40440908,-0.18272924,1.2497797,0.3182643,0.60292333,0.42247587,0.9470235,-0.020051239,0.16379346,-0.7125506,-0.3697961,-0.67242867,0.18282461,-0.31242332,-0.10136545,0.004139185,0.05600598,-0.70567787,0.16411674,-0.22529763,0.20131004,-0.45641127,-0.30080312,-0.2706574,0.21867236,-0.19794254,-0.16007537,-0.43785712,-0.12819266,-0.15178275,0.11798838,-0.06091382,0.011516334,-0.271215,-0.054993425,0.21563679,0.31178385,-0.21198703,0.00026019875,-0.25151017,-0.079733536,0.14753135,0.49249157,-0.073308595,-0.1760894,-0.175898,0.19071294,0.093047015,0.09441183,0.10221031,0.2912115,0.06687806,0.28672788,-0.004714605,-0.081672505,-0.19021161,-0.13434532,-0.1723107,0.009097071,0.14556704,0.10006478,0.008269006,-0.053018536,23
-550.6447,50.770657,-6.838806,14.231824,9.436374,-11.29481,-1.2075336,-4.94833,-11.646098,0.833132,-1.8743337,-5.812878,-3.6391728,-2.693543,-4.022839,-1.6133355,-4.110357,0.22170258,-4.0500965,-1.8326318,-3.3415663,1.0771596,-4.376116,-1.9466819,-2.9571986,-1.6166354,-2.6178985,-1.1499722,-0.62070847,-0.6738705,-2.561501,-1.7838898,-3.4547315,-1.5355082,-1.6890142,-0.96412814,-2.8246727,-1.101431,-3.1064088,-1.7026049,-1.7446793,-1.0534451,-1.9560602,-1.8401724,-1.6641806,-0.7250884,-0.4595468,-0.024476957,-1.3743012,0.17654076,-1.2043897,0.9051991,-0.8307756,0.5295196,-1.4790561,-0.5060579,-1.551945,-0.32846177,-0.58700454,0.34423095,-0.05814497,1.1330736,-0.70785725,0.37037864,-0.6697076,0.4028701,-0.48283815,-0.086694464,-1.3984244,0.57512313,0.12337704,0.5727675,0.07324772,0.711647,-0.48689714,0.2795862,0.6900911,1.0854905,0.11035315,0.44528818,-0.3408248,0.18043931,-0.4021662,0.5998444,0.7840021,0.13422546,0.01921202,1.0256982,-0.023419265,0.19162442,-0.18876724,0.24827155,-0.008433654,0.06756814,-0.20483461,0.037051953,0.21733472,0.25570711,0.17759424,0.18349664,-0.33863738,0.34598154,-0.09886503,-0.022528734,0.3683103,0.1589193,-1.0026289,-0.48098016,0.05281953,-0.08331406,-0.33559525,0.1399911,-0.11237316,-0.21658431,-0.43837455,-0.12641665,0.119045064,0.104075685,0.04515935,0.27607378,0.08494386,0.027447462,-0.02208067,-0.26280892,-0.0950508,0.11309523,-0.025383066,-0.11405714,21
-636.4077,77.046036,-5.493263,14.967543,8.586666,-6.111677,-7.8060646,-8.928539,1.5642306,-1.0575181,-5.099205,1.8876501,2.3199115,-3.5239568,0.4448993,-0.6595447,-5.722593,0.9177839,-5.250839,-2.183211,-6.4966803,-1.3034729,-1.8135915,-1.4235014,-2.07381,1.3218006,-2.5202975,1.2966675,-5.0235367,-3.065469,-2.9296603,1.5730844,-0.8459467,-0.78328097,-2.0964432,-2.6221778,-3.6210148,-0.6784132,1.7601211,3.9578874,2.213988,2.871064,3.6921422,3.8978133,2.1625278,2.664242,2.9411812,4.537133,3.1576507,2.5619717,1.4293231,2.1849895,0.51432556,2.0812683,0.9833735,1.2581006,-1.1677874,0.5457423,0.48799795,1.0304525,-0.9037444,0.4015998,0.5312843,1.0124494,-1.0488166,0.30873418,-0.2293659,0.79508686,-0.52910805,-0.05020725,-0.9824161,-0.35958955,0.12940392,0.59037954,-0.40103453,0.26771277,-0.15210333,0.85592955,0.88017374,1.3251224,0.27205613,0.3519719,0.5407253,0.031138942,0.23578292,0.68793416,-0.21332666,0.7302131,0.7648317,0.96809614,-0.56151617,0.69348925,0.131576,-0.5184015,-0.3822491,0.08891856,-1.040208,-0.16230077,-0.1314285,0.09305846,-0.27264118,-0.10385734,0.32380152,0.6076053,0.1442574,-0.18390374,-0.3864273,0.15970601,0.33002403,0.018845424,-0.107993014,-0.21120061,-0.61504453,-0.40864313,0.09216302,0.32026765,-0.068302475,0.35256168,0.09279515,0.1636778,0.20729607,0.081216164,0.31106332,0.040661022,0.06612648,0.037894133,-0.018399995,-0.07825758,07
-526.4587,24.07806,-10.637539,-2.1777189,-12.236274,-10.698057,-15.094377,-10.161221,-8.719679,-3.5595121,-10.126953,-3.0354545,-4.1617413,-4.3490276,-1.914242,-4.85044,-6.1469007,-1.5630741,-3.2671204,2.8589735,9.38695,9.840641,9.0729065,10.458857,3.5529475,1.9354068,-1.8630931,3.006879,0.05059778,0.5465391,-3.166045,-2.4414032,-2.2025967,0.388924,-1.5664127,-1.337805,-0.9437254,-1.1121602,-1.9777987,0.07063428,-0.7519756,2.5700927,0.87231797,1.0590335,0.39392862,2.1118793,-0.35115227,0.5361778,-0.8672764,1.03988,-1.6423062,0.09910108,-0.08980488,0.73343796,-0.91458094,1.5790564,-0.2375294,-0.4760919,-1.3328662,0.21012542,-1.2832819,-0.5062441,-0.50892705,0.99064887,0.09853725,0.58747256,-0.74524283,0.007614764,0.49816158,0.25666302,-0.7581624,0.24080996,-0.563218,-1.0896258,-0.7902021,-0.2875771,-0.53187865,-0.15459853,-0.8835548,0.4601948,0.3702458,0.10553129,-0.52701396,0.8818388,0.2266291,0.14896622,-0.56328917,-0.31509224,-0.08447066,0.7729221,0.013589253,0.5503945,-0.5586754,-0.39641207,-0.42647883,-0.33906978,-0.17207602,0.51803064,0.2057787,0.21938714,0.23668168,0.24277349,-0.027375378,0.33100092,0.38164562,0.22905815,-0.14207517,0.1706062,-0.103801616,0.62262547,0.09517811,0.031767778,0.107856415,-0.024525149,-0.2903554,-0.09134413,0.022590552,0.09246549,-0.13818704,-0.33824843,-0.63410544,-0.31138903,-0.40486756,-0.09161683,0.24911438,-0.16097207,0.103535056,0.39931726,24
-658.5932,55.000195,-0.9967224,7.8117285,7.2284803,-3.1956055,-2.2122514,-4.147455,-7.0441313,-3.7637994,1.0247542,-4.7803006,-3.9157495,-1.9274215,-2.8928046,-0.13511293,-7.0741935,-0.14193986,-2.8460965,-1.9864322,-3.0344157,-2.0193434,-2.9307864,-2.5394843,-5.2279778,-1.1160594,-4.070887,-3.1287627,-0.7899728,-1.6664127,-2.4998584,-0.55432546,-2.201616,-1.0025481,-0.95701665,1.108698,-0.94071335,1.0624065,-1.3291681,-0.69316643,-1.0227488,0.15119375,-0.34446165,0.8297996,-0.6296597,0.7173797,0.4791762,1.7179775,1.0703923,2.0619786,1.2539542,0.81445056,0.06753005,1.0746185,0.6894893,1.974219,0.09170007,1.032845,0.11052967,2.1658816,1.3127924,1.4244627,1.1091619,1.723757,0.027387576,0.74229145,0.21456002,1.5076274,0.4714182,0.3591111,0.40561312,1.0112473,0.14556131,-0.21044858,-1.0254271,-0.22174719,-0.29601127,0.06314817,-0.7372687,-0.22072631,0.27251834,0.335386,-0.56742233,0.05170481,0.006350655,0.4953442,-0.26606247,0.23294795,-0.14635286,0.29503408,0.0488112,-0.19271836,-0.554892,-0.069959134,-0.12915562,-0.06609052,-0.1915779,0.24649742,-0.18684532,0.00045509075,0.35969102,0.67458326,0.1103597,0.2528052,-0.33287573,0.024142742,0.17686157,0.34161073,-0.06928858,0.19314486,0.41875166,0.018229151,-0.11432269,0.27333152,0.06420392,-0.22779569,-0.04005959,0.15697956,0.037875917,-0.006130176,-0.16114432,-0.18916255,-0.117308594,-0.0107267145,0.19469939,0.19136453,-0.066257834,-0.0897389,23
